Nome do ensaio	Modo de ensaio	Tipo de ensaio	Título1	Comentário1	Palavra-chave	Nome do produto	Nome do arquivo do ensaio	Nome do arquivo do método	Data do relatório	Data do ensaio	Modo de ensaio	Tipo de ensaio	Velocidade	Placa	Lote No:	Sub-Lote No:
Extensometro SG25-50 - Placa - Sthil_20210601_1525.xtak	Simples	Tração	Grupo de Mecânica Aplicada - GMAp
UFRGS	Comentário	 	 	Extensometro SG25-50 - Placa - Sthil_20210601_1525.xtak	Extensometro SG25-50 - Placa - Sthil.xmak	01/06/2021	01/06/2021	Simples	Tração	5mm/min	Placa	1	1

Placa:	Lote No:	Sub-Lote No:
Placa	1	1
Nome	Espessura	Largura	Gauge Length
Unidade:	mm	mm	mm
Ga_D_29	3.3850	13.0380	115.0000

Nome	Elástico	Inclinação_Padrão	Ruptura_Força	Máx_Força	Max_Disp_Força	Max_Disp_SG-25-50 %	Max_Disp_Deslocamento	Espessura	Largura	Gauge_Length	Máx_Tensão	YS1_Tensão
Parâmetro	Tensão 40 - 60 N/mm2	Tensão 40 - 60 N/mm2	Sensibilidade: 10	Cálculo de áreas completas							Cálculo de áreas completas	0.2 %
Unidade	N/mm2	N/mm	kN	kN	kN	%	mm	mm	mm	mm	N/mm2	N/mm2
Ga_D_29	-.-	-.-	1.26255	1.29374	1.26255	4.74483	4.93805	3.3850	13.0380	115.0000	29.3141	-.-

Ga_D_29	
Tempo	Força	Deslocamento	Desloc. SG25-50	Tensão	SG-25-50 %	Deformação
seg	kN	mm	mm	N/mm2	%	%
0	0.01084805	0	0	0.2458	0	0
0.01	0.01084805	3.125E-05	-0.0001172225	0.2458	-0.0004688899	-0.0004688899
0.02	0.01084805	0.00015625	-7.947286E-05	0.2458	-0.0003178914	-0.0003178914
0.03	0.01084805	0.0004895834	0.0003774961	0.2458	0.001509984	0.001509984
0.04	0.01084805	0.001020833	-9.139379E-05	0.2458	-0.0003655752	-0.0003655752
0.05	0.01084805	0.001666667	-0.0001986821	0.2458	-0.0007947286	-0.0007947286
0.06	0.01084805	0.002385417	0.0001589457	0.2458	0.0006357829	0.0006357829
0.07	0.01084805	0.003166667	0.0006715457	0.2458	0.002686183	0.002686183
0.08	0.01084805	0.00396875	0.0003576279	0.2458	0.001430511	0.001430511
0.09	0.01084805	0.004802083	0.0008960565	0.2458	0.003584226	0.003584226
0.1	0.01084805	0.005625	0.001126528	0.2458	0.004506111	0.004506111
0.11	0.01084805	0.006458333	0.001317263	0.2458	0.005269051	0.005269051
0.12	0.01092752	0.007291667	0.001182159	0.2476007	0.004728635	0.004728635
0.13	0.01092752	0.008114583	0.001525879	0.2476007	0.006103516	0.006103516
0.14	0.01092752	0.008937499	0.001555681	0.2476007	0.006222725	0.006222725
0.15	0.01092752	0.009760416	0.002211332	0.2476007	0.008845329	0.008845329
0.16	0.01092752	0.01059375	0.00209411	0.2476007	0.008376439	0.008376439
0.17	0.01092752	0.01142708	0.002404054	0.2476007	0.009616216	0.009616216
0.18	0.01092752	0.01225	0.002702077	0.2476007	0.01080831	0.01080831
0.19	0.01092752	0.01308333	0.002721946	0.2476007	0.01088778	0.01088778
0.2	0.01092752	0.01391667	0.00261267	0.2476007	0.01045068	0.01045068
0.21	0.01092752	0.01475	0.003387531	0.2476007	0.01355012	0.01355012
0.22	0.01092752	0.01559375	0.003409386	0.2476007	0.01363754	0.01363754
0.23	0.01092752	0.0164375	0.003524621	0.2476007	0.01409849	0.01409849
0.24	0.01092752	0.01727083	0.003554424	0.2476007	0.01421769	0.01421769
0.25	0.01100699	0.01809375	0.003818671	0.2494015	0.01527468	0.01527468
0.26	0.01104673	0.01891667	0.004059076	0.2503018	0.01623631	0.01623631
0.27	0.01104673	0.01973958	0.003683567	0.2503018	0.01473427	0.01473427
0.28	0.01104673	0.0205625	0.004233917	0.2503018	0.01693567	0.01693567
0.29	0.01104673	0.02138542	0.004579624	0.2503018	0.01831849	0.01831849
0.3	0.01104673	0.02221875	0.004603466	0.2503018	0.01841386	0.01841386
0.31	0.01680851	0.02305208	0.004865726	0.3808549	0.0194629	0.0194629
0.32	0.02642473	0.02388542	0.00491937	0.5987436	0.01967748	0.01967748
0.33	0.02479553	0.02472917	0.005284945	0.5618286	0.02113978	0.02113978
0.34	0.0226895	0.0255625	0.005249182	0.5141091	0.02099673	0.02099673
0.35	0.02451738	0.02640625	0.005594889	0.555526	0.02237956	0.02237956
0.36	0.02809366	0.02725	0.005722046	0.636559	0.02288818	0.02288818
0.37	0.02940496	0.02808333	0.005968412	0.666271	0.02387365	0.02387365
0.38	0.02932549	0.02891667	0.005767743	0.6644703	0.02307097	0.02307097
0.39	0.02749761	0.02973958	0.005950531	0.6230535	0.02380212	0.02380212
0.4	0.02896786	0.0305625	0.006335974	0.656367	0.02534389	0.02534389
0.41	0.03051758	0.03138542	0.006498893	0.6914813	0.02599557	0.02599557
0.42	0.03139178	0.03221875	0.00689427	0.7112893	0.02757708	0.02757708
0.43	0.03135204	0.03305208	0.006878376	0.710389	0.0275135	0.0275135
0.44	0.0320673	0.03388542	0.006832679	0.7265956	0.02733072	0.02733072
0.45	0.03230572	0.03471875	0.007198254	0.7319978	0.02879302	0.02879302
0.46	0.03190835	0.0355625	0.007317463	0.7229941	0.02926985	0.02926985
0.47	0.03266335	0.03639583	0.007118782	0.740101	0.02847513	0.02847513
0.48	0.03461043	0.03723958	0.007605553	0.784219	0.03042221	0.03042221
0.49	0.03540516	0.03807292	0.007971128	0.8022263	0.03188451	0.03188451
0.5	0.03504753	0.03890625	0.008130074	0.7941231	0.03252029	0.03252029
0.51	0.03492832	0.03972917	0.008076429	0.7914219	0.03230572	0.03230572
0.52	0.03616015	0.0405625	0.00828902	0.8193333	0.03315608	0.03315608
0.53	0.0371933	0.04138542	0.008531411	0.8427428	0.03412564	0.03412564
0.54	0.03739198	0.04221875	0.008841355	0.8472446	0.03536542	0.03536542
0.55	0.0371933	0.04304167	0.009284417	0.8427428	0.03713767	0.03713767
0.56	0.03842513	0.043875	0.008928776	0.8706542	0.0357151	0.0357151
0.57	0.03914038	0.04470833	0.009381771	0.8868608	0.03752708	0.03752708
0.58	0.04041195	0.04555208	0.009395679	0.9156725	0.03758271	0.03758271
0.59	0.0398159	0.04639583	0.009812911	0.902167	0.03925164	0.03925164
0.6	0.0405709	0.04723958	0.01008709	0.919274	0.04034837	0.04034837
0.61	0.04120668	0.04807292	0.01027187	0.9336798	0.04108747	0.04108747
0.62	0.04339218	0.04890625	0.01021028	0.9831999	0.0408411	0.0408411
